Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.03     0.00      360     0.00     0.00  std::string* std::__addressof<std::string>(std::string&)
  0.00      0.03     0.00      358     0.00     0.00  Course::~Course()
  0.00      0.03     0.00      355     0.00     0.00  void std::_Destroy<Course>(Course*)
  0.00      0.03     0.00      326     0.00     0.00  std::move_iterator<Interest*>::base() const
  0.00      0.03     0.00      300     0.00     0.00  std::move_iterator<std::string*>::base() const
  0.00      0.03     0.00      280     0.00     0.00  Interest::~Interest()
  0.00      0.03     0.00      277     0.00     0.00  void std::_Destroy<Interest>(Interest*)
  0.00      0.03     0.00      264     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::~new_allocator()
  0.00      0.03     0.00      264     0.00     0.00  std::allocator<GraphNode*>::~allocator()
  0.00      0.03     0.00      264     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_Vector_impl::~_Vector_impl()
  0.00      0.03     0.00      264     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::~_Vector_base()
  0.00      0.03     0.00      264     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::~vector()
  0.00      0.03     0.00      261     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.03     0.00      260     0.00     0.00  __gnu_cxx::new_allocator<Course*>::~new_allocator()
  0.00      0.03     0.00      260     0.00     0.00  std::allocator<Course*>::~allocator()
  0.00      0.03     0.00      260     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_Vector_impl::~_Vector_impl()
  0.00      0.03     0.00      260     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::~_Vector_base()
  0.00      0.03     0.00      260     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::~vector()
  0.00      0.03     0.00      250     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::new_allocator()
  0.00      0.03     0.00      250     0.00     0.00  std::allocator<GraphNode*>::allocator()
  0.00      0.03     0.00      250     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_Vector_impl::_Vector_impl()
  0.00      0.03     0.00      250     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_Vector_base()
  0.00      0.03     0.00      250     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::vector()
